,ID,Params,Observations
0,370,"[0.046556382381604255, 0.4835618363840666]","[  1.6716758    4.1695733    5.99549339  34.88191846  41.79371445
  59.2914456   61.72580126  78.89687825  81.05640541  88.26112838
  90.57957643  91.31658377  94.96371287  96.44050906  98.02571786
  99.96439866 106.90939042 107.76717103 119.33728718 121.81017317
 122.90780224 127.63536014 127.6555569  148.80044903 149.21186408
 172.02542876 194.52514265 195.08337206 255.47734852 255.7831812
 264.49338549 292.81184187 292.94062694 294.7700709  296.09533974
 326.51647311 329.04772135 336.02103998 360.        ]"
0,371,"[0.06733346305435726, 0.45208510992870055]","[ 13.15831024  13.95554109  17.4488462   17.74675213  41.67953067
  52.56428351  54.78088769  55.07970065  55.09738885  55.18677084
  56.67277896  57.31856192  58.13740386  59.22602394  60.28214135
  64.21352452  70.18157273  75.66538364  84.09266766  90.28693275
 102.16849297 104.24245506 109.16944936 111.58416799 113.87255717
 115.06897181 115.2907266  117.55348917 122.69698638 123.66818547
 127.02846621 127.53393857 133.34946685 143.98454312 147.19018012
 154.17831711 157.27762406 180.53229443 181.73392816 192.36878175
 198.26037443 202.13398475 227.03228191 244.93171771 253.19852381
 268.70871308 271.30819187 289.73160252 317.14576788 323.06880977
 325.30021283 325.95377571]"
0,372,"[0.05924558360405426, 0.5506793559854024]","[  5.71866067  12.42927361  12.74438262  17.35881388  18.07808588
  22.14695744  23.42553315  27.644916    28.95657278  31.93330828
  32.33304029  32.46401053  39.11311801  39.5783287   40.09984845
  51.92074281  56.12579009  75.71278842  77.42503816  83.88004563
  90.51008506  90.99097838  93.32781406  96.65507548  98.06303234
 111.81200377 112.47220727 135.70641114 139.920677   139.98733057
 144.72964266 149.47612201 158.75966543 158.82883475 173.80096139
 178.83450281 195.93746117 200.91254695 214.63716268 227.23453942
 252.08501944 254.58153756 255.98867324 297.99332424 316.07635687
 341.85339761]"
0,373,"[0.03691351822373171, 0.48614097246006766]","[ 15.39749046  28.3201363   35.87737535  39.98999611  42.61650666
  44.82313264  46.19951377  48.15153458  50.27495954  52.06032629
  60.03977234  75.29440227  77.37227091  80.78061236  82.50127606
  84.00776738  92.28309895  97.39527407  98.52004992 101.15514611
 101.61887108 101.64440224 102.61860521 112.06893111 117.71603047
 117.97831924 124.53583568 126.93946068 128.42505283 129.78332114
 132.92588074 138.84417177 140.92133523 142.13713085 143.52503759
 143.90089588 146.16272778 148.83445188 151.72352011 152.43385662
 152.55882055 153.67626236 154.58480704 154.65344413 165.23490924
 165.9416267  207.57019986 214.45146587 223.8148815  224.45433727
 228.07090291 234.88692984 245.37390701 246.01581661 249.03375535
 257.55919507 281.98431127 316.31480219 317.07168336 317.95392528
 321.1179338  343.85642336 359.31555005]"
0,374,"[0.03621185651848916, 0.4158649586494388]","[  2.3093078    9.32905226  17.64036708  23.51155164  33.4220463
  37.88366811  55.46354438  56.37008531  62.5022496   65.46259055
  71.66796026  84.58163684  89.08488149  95.1494129  110.30906887
 111.15165984 111.81684907 125.3034143  128.52914679 130.78317096
 131.4274474  134.10754299 135.81908011 140.06998801 142.25341819
 142.7999049  143.4042899  156.9767419  158.12188637 160.25634577
 162.08988374 164.65437064 167.29988782 177.93216968 183.52789972
 223.04182814 237.69455404 253.72543248 256.61139732 298.97332785
 317.3883673  322.52866091 329.31958902 344.57604142 347.04881917
 351.11780909 353.49666056]"
0,375,"[0.03870007990930713, 0.4566513273741775]","[  3.8834946    7.28552123  10.25360623  19.87853941  29.98061284
  33.68579864  34.89856365  77.31946593  78.07341695  83.92195051
 110.28363618 114.295145   124.54927683 126.53766275 129.83080048
 132.90488461 133.72992016 135.30154257 135.43050112 141.58522588
 149.71482296 151.06893048 151.58963325 151.93665333 153.26706043
 163.93427521 170.73873777 172.60107973 173.00713229 173.28832334
 181.45914752 189.65682235 190.47016841 202.74217914 204.38337991
 207.91171921 253.09386694 269.09720829 291.03443942 291.59560622
 316.56885192 328.39148653 340.40622468 348.84846823 358.40098593
 360.        ]"
0,376,"[0.042845857221460795, 0.5599951589174156]","[3.32332683e-01 2.23815520e+00 7.14641303e+00 1.43540310e+01
 1.90322937e+01 2.40688701e+01 2.60786516e+01 3.10108067e+01
 3.92851898e+01 3.94115523e+01 4.19960631e+01 5.15900735e+01
 5.16344572e+01 7.91836491e+01 8.28233712e+01 1.11826197e+02
 1.15304302e+02 1.28166705e+02 1.30607363e+02 1.32531894e+02
 1.32817040e+02 1.35595707e+02 1.36822423e+02 1.42875404e+02
 1.49232799e+02 1.51388359e+02 1.52357864e+02 1.53958901e+02
 1.64385245e+02 1.66635207e+02 1.71542331e+02 1.91270387e+02
 1.92554854e+02 1.94674533e+02 1.98720130e+02 2.01683884e+02
 2.03865340e+02 2.24901250e+02 2.27726577e+02 2.43458189e+02
 2.44785153e+02 2.71514274e+02 3.01559800e+02 3.45458988e+02
 3.60000000e+02]"
0,377,"[0.09277173132357866, 0.44333468480699406]","[  5.60204018  16.5444895   17.95957181  19.2898667   20.7974785
  30.52832684  33.21142664  34.36878244  35.08428169  36.39030723
  42.75781955  46.79249605  47.23077699  63.62566253  70.56849876
  74.21120168  74.7240238   74.89951198  75.99638374  76.24891404
  77.89937226  85.78365867  90.83359571  91.69996189  97.26194521
  98.83066714 101.4539024  102.84218642 105.79357158 112.49362865
 124.81086382 127.7276562  128.39998632 129.25001959 131.40926079
 135.59610066 136.05187933 142.3042859  148.36784713 154.90121838
 189.89197335 191.1126377  191.39741024 191.55834475 191.99801764
 193.75708666 198.03162557 200.51377533 202.31023481 203.27269047
 203.80598748 203.81280696 204.56600445 205.21984104 247.23403134
 252.10742446 255.2848842  256.42789919 275.76484148 286.89231114
 288.4488495  289.10444395 296.3816428  307.38766043 309.42216588
 314.88044495 315.70180002 316.13197832 316.32807262 321.2583443
 346.46944523 360.        ]"
0,378,"[0.07787322572012674, 0.4678857380296811]","[  5.84279231   9.54491505  24.30220096  32.74380948  40.94001283
  43.66727945  59.20465771  59.92725495  62.58847585  64.20704272
  64.64686143  64.82312945  68.46913583  69.41183138  76.65060026
  77.81273642  81.06681864  81.93273404  84.38252964  85.85759084
  87.34776161  88.39456246  94.42083488  97.64951487  97.88649684
 100.36580465 102.70943005 103.42950563 105.41068377 107.74709272
 113.55934765 113.98187467 123.01137353 124.38429397 125.23451657
 126.61594684 126.96800178 128.61202608 129.13795866 129.31052428
 146.82543252 147.95941654 149.05552357 151.5800432  167.52085823
 174.0101863  175.43435332 203.95561918 220.91997697 224.06077175
 231.63481991 237.18637502 276.50931819 278.34318266 280.592986
 329.22308177 329.71751864 330.09466368 332.14717298 340.69124935
 344.38878401 349.60869107]"
0,379,"[0.0927057391919502, 0.5314813120759313]","[  4.71396815   7.40331819  19.06792806  24.64758543  26.68493601
  45.22660377  46.99909714  47.16443884  64.39170018  64.64569578
  65.02779818  65.28092347  70.11310142  71.43644372  77.85508222
  85.54757614  88.01964391  90.27308006  97.36047278  97.55723661
 101.50349609 112.31309545 116.63271044 126.45339602 126.81791847
 135.9761892  137.79834916 138.59371812 141.09393414 143.83209545
 148.45980368 148.76156684 150.08572735 153.80313773 156.34310841
 156.50302108 162.67585424 163.82978042 166.29521453 173.31812827
 188.61790076 212.40719423 214.96584193 244.97358566 276.2603447
 291.36470598 291.4770693  291.66889569 291.74686407 295.48692345
 315.04676449 321.32926947 322.07156139 323.94468872 336.80302173
 339.08930013 343.57011999 345.04756805 350.07299327 356.58944851]"
0,380,"[0.05714819125958684, 0.4087325421021887]","[ 15.33560898  16.37182238  19.85258787  28.90822478  34.66149314
  35.63266045  37.79735314  55.99614407  57.67977076  59.98558704
  60.09296099  63.67829209  64.01514265  72.91959468  78.59539737
  79.5335167   80.38991177  86.74182742  91.19023987  96.11690483
 111.79179219 115.14730493 116.2000321  116.98898699 131.65786432
 136.52911078 146.07523311 148.63050802 157.1343199  188.63457791
 190.09983789 193.0693948  199.25069755 202.2579686  246.42217218
 282.4858191  291.46450525 304.7422734  318.6655683  349.14289744
 358.46887458 359.33299901]"
0,381,"[0.06496190496367078, 0.5617488495018361]","[ 11.43622488  12.81914505  53.54686034  66.35777631  67.70442651
  69.43315414  75.71109233  80.23421239  86.04874328  95.19865008
  98.72750772 100.31796915 102.78671123 115.30039468 117.63334617
 119.02780979 122.03063549 123.81275728 124.42383416 125.45796985
 129.07748366 131.68019112 132.55293716 134.54385081 135.10089171
 138.15322961 141.55704541 143.92690686 149.44436014 154.72793433
 161.54228595 161.64923429 166.65107629 174.77067508 191.3848698
 192.36108968 192.69675014 199.37106702 210.09102598 236.23758345
 236.59488211 236.81548713 237.22714453 242.23650288 246.17007386
 252.33234888 310.02883882 310.05849654 329.41194781 330.32694141
 346.7244113  358.58867427 360.        ]"
0,382,"[0.015227665678501633, 0.6301427417487002]","[  2.12379324  17.00247981  20.16594453  20.40976255  31.20790049
  37.05787849  37.49530369  46.2248206   46.63900797  47.88856467
  51.50783758  56.90981415  59.38684712  69.27155232  79.61144716
  80.60894923  85.9797158   87.47147715  90.27179934  90.98124605
  94.82420978 107.818631   113.0956138  117.29129384 123.69991044
 128.34852349 129.11057355 129.74257916 135.0775308  135.79163349
 142.03841408 151.84941327 168.13823382 177.19923173 180.23300835
 181.50872343 214.38045663 231.04146413 242.20369528 254.26216007
 261.47793672 291.93560972 304.55393431 359.12661936]"
0,383,"[0.039344962302109814, 0.5080975993828768]","[  8.55719639  11.80693215  16.31271834  17.87712815  21.78397443
  35.43678517  42.18897073  47.75264474  48.13952074  54.78163485
  78.12868396  80.02280387  83.01973294  84.49956289  84.72404063
  84.95350641  86.06733268  86.33692088  87.07701559  90.8668739
  98.77457555 100.91745341 111.20258357 111.96432421 112.99798823
 114.10966529 115.25777556 116.03861354 116.49816162 134.61194592
 142.56679486 142.77756847 142.85850183 153.60178797 160.73437799
 169.80349011 171.84142954 177.42678045 179.91966822 188.95232626
 190.53557247 192.79036281 196.81532716 200.2175921  201.94809733
 235.94961904 242.62367956 244.52774048 265.07130609 297.58579121
 340.57457641 349.2224023 ]"
0,384,"[0.04333326574946886, 0.5826397284083533]","[ 33.69212157  36.81376594  58.19943477  61.24061908  62.49116562
  66.8816275   67.18849044  73.64166028  73.76556504  76.89773823
  77.41332707  78.94511414  84.11796946  85.99785002  87.67648228
  91.06436517  91.26465619  95.51244681  96.06298542 112.11397629
 113.57412427 122.1749217  123.25456168 126.78181823 141.47694665
 154.4371398  155.02113104 160.7005774  169.15077649 179.15277658
 183.06291903 183.73775732 188.69139373 214.893214   233.51855423
 247.18415344 252.6778761  292.65762509 292.95041814 295.61782015
 317.37194629 317.73006008 318.87523471 328.36128416 328.91200202
 338.00255089 346.25801043 350.05303168 354.62115004 360.        ]"
0,385,"[0.02805340250530497, 0.5294013050473705]","[  6.85555481   8.77234931  24.24820104  28.99508758  37.94638038
  43.61006434  53.4960163   56.66674283  67.40756121  69.62576466
  73.23491929  79.59236334  81.01900452  86.97633774  90.89175738
  92.81922579  94.40722507  99.05614916 107.54569622 115.2548048
 116.93423546 118.17008725 121.5299179  124.92716137 128.19833247
 129.38018743 129.38967522 132.12624499 136.91350258 137.12424243
 142.04176526 149.03014631 151.4067893  164.93413956 170.75805744
 171.00502663 183.33038898 186.83128235 199.11794311 200.38925894
 206.71916721 211.75127985 235.56596871 237.25696512 263.33862096
 280.24634389 282.42776968 293.77393538 303.53483205 312.60045266
 313.63891149 325.00768005 335.62267996 360.        ]"
0,386,"[0.0353545522882163, 0.5321498734643373]","[  5.47989384  10.17274512  13.4939655   37.40436657  38.29623066
  40.11806346  41.20689729  44.15796735  47.54803374  51.60801603
  53.0557162   65.74168763  72.44328339  78.70393369  80.88930087
  81.2785481   82.44301313  87.86663004  90.12087279  97.52901172
 101.6861525  119.06463025 121.53434696 124.78201037 133.78979902
 135.34819176 138.20848718 142.7195754  151.94536014 158.04287076
 190.29952858 194.65125127 200.77019866 214.26714685 225.48722112
 228.3669965  296.65854082 305.01629877 307.97911842 310.3488552
 326.7199136  337.68088416 347.97023021 350.86808948 352.72520292]"
0,387,"[0.02442542625317981, 0.4682619777673268]","[  6.44712508   9.65318571  15.18004013  21.13670088  23.5054769
  28.04814419  40.90241756  50.95697343  59.58626307  61.73129091
  70.27408995  71.68685666  72.30076086  85.68488876  94.11554815
  95.01918258  95.32987131  98.67550798 100.91079774 119.24114709
 119.27072081 131.60084569 142.65422972 142.76173988 148.02938353
 151.48204532 155.2967224  156.80941239 158.26253148 166.09952933
 176.88896131 187.53779686 190.45806589 190.65105411 207.64475117
 227.41275466 228.48587075 229.06900005 246.31721924 252.76082219
 255.86626639 270.912275   307.73268444 310.69968754 315.78933837
 315.78961715 319.67288943 326.43214451 326.88354751 338.27295057
 342.6639774  344.32261203 347.43137566 349.14676476 352.86989236
 356.14154584]"
0,388,"[0.06993598247657086, 0.3924145325519871]","[ 15.16817737  17.22148562  21.85114476  22.98793848  23.79490316
  36.45309784  37.90453045  40.52921839  49.31801029  49.36548842
  68.56716934  69.13498412  72.33074482  80.76023179  81.04228675
  81.36501521  82.53179209  84.75532489  88.26971562  88.97498281
  94.05968442  94.44422308  98.15558271  98.9467008  100.45051557
 104.86913693 107.21773944 110.7856865  111.43053041 120.1244603
 122.02413793 124.14070946 132.8911584  138.75207239 141.82403799
 142.58749038 150.39697155 155.07692773 169.46750128 196.37781103
 199.55956424 204.74345587 223.96871125 226.47391221 226.52495172
 228.91059264 233.28142189 235.29117031 235.48201588 236.13942269
 286.47173905 295.57314058 296.08595358 299.70980364 315.95302251
 317.09098219 319.30036566 347.36461611 356.00334488 357.82263412
 357.97985341 360.        ]"
0,389,"[0.043686573559969674, 0.6021325390838081]","[1.59069413e-01 1.01762677e+00 2.80197920e+01 3.03293473e+01
 3.45598573e+01 3.54854364e+01 4.59665250e+01 5.27908990e+01
 6.40777977e+01 7.03137328e+01 7.17215523e+01 7.21862341e+01
 7.98620327e+01 8.34483123e+01 8.41208302e+01 8.43951565e+01
 8.52000391e+01 8.92853960e+01 9.17762302e+01 9.49485679e+01
 9.84844181e+01 1.00469657e+02 1.05131286e+02 1.06574931e+02
 1.15959550e+02 1.24555297e+02 1.32035718e+02 1.33626735e+02
 1.69833101e+02 1.73596662e+02 1.75389682e+02 1.87112368e+02
 1.88184248e+02 1.92132230e+02 1.97505600e+02 2.40590031e+02
 2.43541525e+02 2.71638909e+02 2.77707662e+02 2.98806596e+02
 2.99310036e+02 3.03507691e+02 3.14687887e+02 3.21444576e+02
 3.52942135e+02]"
0,390,"[0.030161015947657764, 0.4319613607603357]","[  0.61701609   4.4340982    4.89066636  14.81142601  15.7264753
  17.41894532  22.33725806  23.70558806  25.77187046  26.10232683
  33.18240188  36.43699178  39.54795364  40.70384533  41.65847774
  49.35624152  51.77833767  53.92008626  69.50313416  92.05419638
  92.98278533  93.5513163  110.12584426 115.97333367 119.85665079
 135.8892473  147.15130609 147.62121254 147.95560325 155.88312026
 158.68366773 171.41675814 174.37121985 175.43417538 184.47841264
 190.06714048 211.5806198  242.85769689 279.30430305 281.99428033
 282.97500523 283.58937094 291.32846874 293.72714678 297.63770717
 298.04986682 339.90602486 347.47934487 349.06279858]"
0,391,"[0.03198751370208957, 0.4974175714411319]","[ 13.03877562  13.65527108  22.82508776  23.92838494  30.69477537
  34.59872993  44.99958006  53.28541864  57.38221576  66.53245678
  66.59088896  76.58484697  78.6580012   96.45714845  98.47064745
 100.07364066 100.88919056 101.81252544 111.26908449 111.28620687
 114.98793162 116.27943348 122.1088193  127.88863874 127.89790237
 131.52757532 143.5392549  149.00636526 150.49583122 152.97570126
 155.35761135 160.5777211  164.80970284 178.73580879 182.53657051
 185.19206046 195.10535068 200.429068   200.68158315 248.85740049
 253.8625509  268.30452504 280.57365914 281.84870103 298.34234415
 298.43283569 312.02624503 333.85076658 339.68768885 343.70399095
 347.98435327 354.75146054 360.        ]"
0,392,"[0.08326589849478828, 0.4526029043694122]","[ 16.50654594  17.64281151  36.87807872  38.53462066  39.5519389
  45.51782524  49.50072986  50.20236351  50.99891825  59.16218533
  59.23686443  60.01174949  65.10562782  66.9672742   81.22443887
  86.35373397  86.68821419  89.85859444  97.41733328  99.78725489
 104.90644968 107.62309677 108.95817653 110.51171403 113.64461013
 113.81576652 114.85013614 115.89167965 115.96143486 116.25414905
 116.28792259 121.15209514 121.7526575  122.59388962 133.25839906
 147.54994573 147.67256678 151.33055838 155.08886266 157.56408154
 159.14481401 160.54509688 188.32074111 189.1311279  192.12806875
 219.89552779 227.8377493  229.92391433 230.48954688 252.64478619
 285.37010883 324.02678684 330.29699454 331.85833621 341.90208794]"
0,393,"[0.05012102737775249, 0.49755210482846735]","[  2.87300735   9.54454453  13.2768103   13.86619319  31.54991954
  34.3259635   35.85633644  37.52416079  38.01042067  38.99223159
  39.54666726  44.43005237  45.02867379  60.24695796  72.74491173
  75.95993246  83.2726076   95.19457436  97.33491558 104.9453642
 105.62994291 111.29522105 113.90478099 115.21328665 119.37387324
 121.46739383 123.77942608 128.96908983 129.81725009 138.21394061
 138.30778534 139.47591039 139.99631374 143.00048004 144.67828337
 152.5424037  155.49150006 163.36484233 165.68272355 181.28736997
 183.15639161 186.39473975 188.38119254 233.85022311 249.1903938
 275.85840436 276.99388507 279.81962329 299.84589308 301.19723316
 331.8958044  332.27549281 339.05875602 351.25414302 353.28280349]"
0,394,"[0.08843159710788086, 0.6236884834631979]","[  9.5894817   20.89364654  24.09719908  35.98221365  42.26302733
  45.98619567  51.70867614  60.01938496  88.01787281  89.54430831
  89.95534197  91.2336265   97.4678015  101.77655979 106.25384176
 107.04138614 116.68430069 117.037393   118.91745732 122.42782021
 124.43595193 125.30362207 135.1435796  137.81291118 138.67729505
 143.34442116 143.39303284 143.85805141 144.02337082 152.0644353
 158.99311246 177.15836757 200.94154616 207.60631607 219.42720756
 223.68556696 237.62203403 250.233346   265.32540054 308.97632499
 326.05630111 326.99436867 338.02948454 347.45959645 348.60635454
 360.        ]"
0,395,"[0.05160374660420037, 0.5223720977932169]","[  1.05435854   5.17728958   6.97356902  17.27863663  39.23986761
  41.47066163  51.88055164  52.53243896  53.26646786  53.69179902
  63.11337709  63.16305352  63.46188201  64.3133697   64.73464811
  65.49145403  70.58926318  76.71076816  81.35932211  84.88261633
  94.37317968  99.52853214 109.72606955 121.54335591 122.03519608
 124.30031763 127.5173641  143.50314848 145.18536496 148.94863797
 184.85442034 185.50041428 191.67297841 196.27377427 198.71082392
 217.9136307  222.98524258 224.02675131 233.95499177 256.08334436
 282.24968463 291.21966649 324.59829353 344.07622605 358.03746613
 358.16404114 360.        ]"
0,396,"[0.06825533767675918, 0.43426023003347686]","[ 36.3505324   36.5551901   51.22727064  54.87614187  55.51451623
  56.74176458  57.25174258  79.71908871  83.13169861  85.46283666
  89.65866759  92.23250332  93.83338534 111.07974465 115.76434126
 119.48360563 119.62623395 123.87793625 132.17515529 137.49509945
 138.16407889 138.95598784 143.24207368 154.85383492 165.97041751
 166.09832848 170.6985167  176.05204662 176.9219956  176.93200653
 185.06141974 191.57813347 203.80537856 204.14990048 237.4019391
 247.5944647  267.10652912 282.38932693 283.72765769 284.48597517
 286.9074321  291.12657649 305.6730637  314.68071241 327.03553755
 349.33218874 356.47542946 356.9130543  357.8991138  359.9947857
 360.        ]"
0,397,"[0.040590813531972296, 0.5209673128743985]","[  5.85909819  33.48736778  38.18139069  39.60557673  63.08051662
  77.46498733  85.2940296   90.71445438  92.09509862  92.18622513
  98.56344373 105.55062065 114.24857142 115.18666223 121.85105379
 132.38258784 135.48823369 135.57645666 143.13617704 146.52405327
 149.42993495 182.72204685 189.77972809 192.53320534 252.00449506
 256.87256339 269.72356881 273.17168516 296.08056281 296.22587516
 303.82710875 317.13715576 320.96800523 347.84304192 354.88152016]"
0,398,"[0.07712308077195741, 0.4418910639136395]","[  6.79919978   7.84883895   8.61897825  13.53103028  13.59123694
  16.15865587  20.68342531  27.20233974  38.10688417  54.0218416
  55.11543418  56.2853994   57.11647728  58.26388608  58.57330576
  62.66220363  66.71020194  70.26872428  74.77686898  75.04203747
  76.69064495  83.42434558  83.57915275  84.16326967  85.66671235
  88.7428457   92.55295396  92.82002751  94.09139956  95.28259084
 111.37230698 113.94079211 117.68010226 118.56816821 123.25578451
 124.00847889 143.67460473 144.86357621 145.7319143  145.97878252
 146.68499289 147.35526691 150.9674245  157.30657212 157.93438477
 166.73758702 167.5788148  171.03599975 186.17104247 191.46817761
 199.2620403  219.72846423 248.90377082 262.58121601 266.08343313
 272.03809316 325.15529219 352.56564017 352.79281972]"
0,399,"[0.058145791277930535, 0.4241920750590594]","[ 37.11647438  39.99031272  40.5365455   45.13209788  46.07115077
  46.38370413  46.38462095  50.72457561  63.97001956  64.94689166
  65.41135693  71.18314695  71.22932884  71.46983038  73.4067425
  77.05581883  78.17014486  81.47517242  81.47558397  83.1140532
  83.162471    83.7146556   84.94497771  92.84023777  95.58780925
  96.58448303  98.98204615 100.8412115  101.5428505  106.03943643
 112.83432008 115.01945412 117.05911717 122.72213802 126.46595806
 137.64004257 147.97028344 172.4534699  180.0601305  182.80503362
 222.87696464 228.22752044 231.95561346 255.13607658 273.27454984
 273.90128725 275.02261589 295.11406719 296.45271488 306.43427806
 308.24496711 341.46871302 352.23667119 352.45819806]"
0,400,"[0.22239939514369583, 0.5144950576388511]","[ 12.16080906  21.42372602  22.46581146  36.7436137   36.77451178
  37.8880436   38.95246735  41.48648014  42.15814024  43.63537692
  60.85779436  61.35861691  64.2752035   73.39022715  82.70483269
  83.03600904  87.09797253 103.3370767  104.4893203  104.72948214
 107.28912588 107.74869986 109.96067638 114.38211264 114.43651733
 118.44426828 119.71985635 123.88825876 125.83549351 132.91434686
 143.55570183 151.36184946 162.6299249  165.48458155 169.74023798
 173.70910522 174.35622631 174.75039579 176.54510071 177.83658271
 186.64136831 201.36502269 205.01770825 208.46242818 216.71457736
 217.3808734  227.65811091 227.86873944 269.24876891 280.52265909
 280.59458344 281.16736156 281.6630695  283.73810559 287.99972085
 290.33627522 290.93258372 296.59201783 297.57533064 297.70720142
 299.23962662 336.73432534 338.15688298 342.6956094  345.51380626
 353.69876686 353.78030287]"
0,401,"[0.012873853122883375, 0.44691079419404783]","[ 22.55840585  23.87439787  33.50471766  36.44340714  38.89084683
  61.35171425  65.82039012  66.15055021  68.16891907  71.3542426
  72.17554169  78.93473722  80.23721178  81.56023302  82.61466916
  83.71760159  85.02668059  86.04020434  93.85066203  94.46922049
  95.33226631  99.50356605 109.6383731  116.1153092  119.94671229
 121.65476758 125.07158252 147.96913388 153.55065901 157.01612956
 157.39692287 159.30391595 160.74825491 176.64152952 186.43126657
 198.33157878 203.97996981 213.87851482 244.59758198 247.61663885
 326.73841116 352.75911499 353.61696322]"
0,402,"[0.05318167650703172, 0.4220616988049808]","[  4.8674534   12.6502219   27.49817889  31.62367187  32.36598694
  32.83812979  33.87345069  35.23720708  47.26892448  53.47989205
  54.86074705  56.40272941  56.61798483  57.6695999   59.510946
  63.5381566   65.85965348  78.03531019  80.44363586  86.26928536
  92.3386859   95.24877639  98.12967021  98.63154348 100.53007178
 115.61191263 116.71937132 116.96806245 117.51423056 121.26637965
 124.16604571 128.56643833 135.31458257 137.10660571 138.06371675
 149.44243328 151.54670489 162.17167665 170.60422891 189.6293436
 194.09663313 200.87911281 202.17243037 207.37309484 208.85025534
 210.10434463 225.1179009  228.12804012 228.35456944 229.96860725
 235.66592755 236.07771988 255.0171254  280.95983146 318.19330251
 336.08369002 348.95816355 356.61697757 360.        ]"
0,403,"[0.04420392293278901, 0.4071825267135261]","[ 10.81875473  16.35038314  17.18694662  17.62561114  18.5455648
  26.79114514  32.84117974  33.84893604  34.33274111  35.19329694
  35.96848025  47.99444744  48.44326386  57.08922952  57.20679505
  62.01045871  70.99844075  73.42543992  74.70858609  78.7870463
  79.23368974  84.54319409 103.67374099 111.40603528 119.10326827
 121.18177943 130.17705968 132.18727275 166.13090708 189.34701655
 203.6321838  207.7649928  216.12992854 221.478544   234.90798592
 252.4586959  261.44896095 273.64888369 278.29299485 284.20731184
 290.65184652 296.97608191 301.62372291 303.56126704 359.57443071
 360.        ]"
0,404,"[0.04319104733574701, 0.6500062563150599]","[ 14.97677168  65.90344036  68.44898066  84.1503734   99.34060019
 100.74802915 100.82058408 100.91407011 102.07886646 123.68789018
 127.06975585 135.45074883 150.98128835 151.77682033 163.95422609
 168.4264874  183.13919985 197.71486858 211.08400613 212.97439831
 213.43767338 218.00296218 242.69322553 291.61417829 291.90536995
 292.72027676 298.6902157  302.2345827  316.59807559 318.33364629
 319.47854716 359.93514497]"
0,405,"[0.09874821617496705, 0.6375076848662706]","[  6.77150925  11.44556653  15.56205977  19.42766256  27.30536332
  29.54812625  31.47196585  32.53676994  35.35339708  35.97174946
  46.93850296  56.78899341  59.69941563  60.85460636  91.61411136
  92.377349   106.20192989 107.56584559 109.4184017  116.0272094
 116.08246154 121.0393543  121.40459295 121.47678226 123.75131603
 156.9284512  163.15786188 165.9649158  167.50860456 168.89497268
 177.3218755  179.331876   197.47429836 202.25694712 203.00806434
 203.257027   214.32622694 291.00891972 302.27771526 312.59840663
 332.0152259  333.99818493 338.83854275 340.39576968 341.0034006
 346.00645562 347.96966311 357.88754528]"
0,406,"[0.09256278926129216, 0.49062897297672226]","[  5.75278636   6.43660006  15.54132391  17.7493923   30.56546506
  31.8912133   32.4322661   34.88550095  35.85684196  37.37906242
  42.79269294  51.34974567  52.68573018  53.03314038  53.09216932
  57.54587439  57.581817    61.89403128  65.07459364  65.18826443
  65.89435743  69.09264489  69.35137674  71.23626912  71.96174834
  74.68014155 100.52409681 111.25940716 112.09780954 119.46906073
 122.81876082 124.28751826 127.08068022 132.77796775 139.83075708
 141.47800458 150.05308088 150.32414772 152.7087229  156.72016045
 157.97032855 178.65985621 178.8568107  179.41893199 182.5949032
 200.3232286  204.58825817 212.36272351 219.61851459 219.74467045
 261.48417905 275.50063724 327.84729312 333.3127218  334.1456846
 336.18235199 342.84325254 345.40265517 347.53720913 352.49335106
 356.48705366 359.5896225 ]"
0,407,"[0.02261966202073854, 0.4419945215059427]","[  3.78559481  13.10640368  28.19046219  43.69802115  49.27713003
  50.76517835  64.03626953  67.8707665   69.42101029  80.67272665
  81.39016206  81.95009259  82.1748266   87.2440787   88.03306243
  93.69298556  95.8232935  102.64300742 107.60741914 113.26738389
 115.02764035 115.28908749 120.34525129 123.07520613 128.16763373
 135.66222116 139.66863278 142.75137008 146.8720254  150.45105054
 150.76193687 154.79990337 155.09222559 155.71073172 157.87299164
 182.92648806 185.83514652 189.93415881 191.62566516 214.60040007
 239.70065933 294.2550699  310.51753838 327.02740435 334.39615035
 346.4577793  347.10153289 347.32070653 347.86074127 357.91081933
 358.14165926 360.        ]"
0,408,"[0.0640015558484098, 0.57888858547528]","[  0.90724594   2.3718546   19.743478    22.9772517   23.61274006
  33.93873236  41.63917669  44.20324755  47.33166446  49.11068849
  49.22912496  52.10170177  54.51450173  61.8037313   75.64054003
  87.72682018  88.43330067  96.64819101 101.7593748  101.9858127
 102.96253212 103.48498696 107.14951912 109.63310037 111.77312184
 118.30034464 135.86914616 138.14887065 144.84123698 149.2323554
 165.37022534 172.76412379 177.1190927  177.56900201 179.16205319
 182.34365365 190.73016988 192.77389285 196.32857847 204.06459393
 227.88939547 262.44380885 263.01599826 263.61699456 264.06857009
 267.14465939 275.09442021 291.72576766 292.57124098 319.27207012
 330.53485562 331.45727369 338.37039186 352.28783822 358.74261549]"
